time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-19 00:00:00+00:00,1.0,1.0,6,1
2023-11-20 00:00:00+00:00,2.0,2.0,19,1
2023-11-21 00:00:00+00:00,2.0,2.0,8,1
2023-11-22 00:00:00+00:00,1.0,1.0,25,1
2023-11-23 00:00:00+00:00,23.0,10.0,217,4
2023-11-24 00:00:00+00:00,5.0,4.0,213,15
2023-11-25 00:00:00+00:00,1.0,1.0,79,20
2023-11-26 00:00:00+00:00,3.0,3.0,55,15
2023-11-27 00:00:00+00:00,3.0,3.0,119,10
2023-11-28 00:00:00+00:00,1.0,1.0,76,11
2023-11-29 00:00:00+00:00,1.0,1.0,123,18
2023-11-30 00:00:00+00:00,1.0,1.0,79,11
2023-12-01 00:00:00+00:00,3.0,2.0,108,6
2023-12-02 00:00:00+00:00,,,9,3
