time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-04 00:00:00+00:00,1.0,1.0,31,6
2024-02-05 00:00:00+00:00,2.0,2.0,45,8
2024-02-06 00:00:00+00:00,3.0,3.0,94,7
2024-02-07 00:00:00+00:00,3.0,2.0,13,4
2024-02-08 00:00:00+00:00,3.0,3.0,10,3
2024-02-09 00:00:00+00:00,2.0,2.0,14,2
2024-02-10 00:00:00+00:00,1.0,1.0,3,1
2024-02-11 00:00:00+00:00,1.0,1.0,1,1
2024-02-12 00:00:00+00:00,2.0,2.0,41,3
2024-02-13 00:00:00+00:00,1.0,1.0,9,1
2024-02-14 00:00:00+00:00,1.0,1.0,11,5
2024-02-15 00:00:00+00:00,1.0,1.0,15,3
2024-02-16 00:00:00+00:00,1.0,1.0,70,5
2024-02-17 00:00:00+00:00,,,4,3
