time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-06 00:00:00+00:00,4,4,3,2
2025-07-07 00:00:00+00:00,7,7,22,7
2025-07-08 00:00:00+00:00,3,2,26,6
2025-07-09 00:00:00+00:00,3,3,34,7
2025-07-10 00:00:00+00:00,2,2,12,5
2025-07-11 00:00:00+00:00,5,5,16,4
2025-07-12 00:00:00+00:00,5,5,3,3
2025-07-13 00:00:00+00:00,1,1,12,5
2025-07-14 00:00:00+00:00,5,5,41,8
2025-07-15 00:00:00+00:00,3,3,43,6
2025-07-16 00:00:00+00:00,1,1,34,6
2025-07-17 00:00:00+00:00,1,1,43,11
2025-07-18 00:00:00+00:00,1,1,41,6
2025-07-19 00:00:00+00:00,1,1,10,2
