time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-03 00:00:00+00:00,2,2,0,0
2026-06-04 00:00:00+00:00,16,8,6,3
2026-06-05 00:00:00+00:00,14,5,26,3
2026-06-06 00:00:00+00:00,2,2,0,0
2026-06-07 00:00:00+00:00,14,4,4,2
2026-06-08 00:00:00+00:00,7,3,4,3
2026-06-09 00:00:00+00:00,21,8,4,4
2026-06-10 00:00:00+00:00,16,9,1,1
2026-06-11 00:00:00+00:00,16,7,2,1
2026-06-12 00:00:00+00:00,10,5,15,4
2026-06-13 00:00:00+00:00,23,8,2,2
2026-06-14 00:00:00+00:00,36,10,0,0
2026-06-15 00:00:00+00:00,14,9,9,5
2026-06-16 00:00:00+00:00,15,6,2,2
