time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-20 00:00:00+00:00,2,2,22,3
2024-04-21 00:00:00+00:00,6,3,4,2
2024-04-22 00:00:00+00:00,1,1,60,8
2024-04-23 00:00:00+00:00,1,1,38,6
2024-04-24 00:00:00+00:00,1,1,15,4
2024-04-25 00:00:00+00:00,1,1,40,7
2024-04-26 00:00:00+00:00,1,1,32,4
2024-04-27 00:00:00+00:00,2,2,7,3
2024-04-28 00:00:00+00:00,1,1,6,2
2024-04-29 00:00:00+00:00,1,1,11,3
2024-04-30 00:00:00+00:00,1,1,20,5
2024-05-01 00:00:00+00:00,5,2,18,5
2024-05-02 00:00:00+00:00,1,1,55,5
2024-05-03 00:00:00+00:00,2,2,12,2
