time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-04 00:00:00+00:00,1.0,1.0,9,2
2025-09-05 00:00:00+00:00,5.0,4.0,6,3
2025-09-06 00:00:00+00:00,2.0,2.0,4,1
2025-09-07 00:00:00+00:00,6.0,6.0,1,1
2025-09-08 00:00:00+00:00,1.0,1.0,47,5
2025-09-09 00:00:00+00:00,8.0,7.0,21,6
2025-09-10 00:00:00+00:00,5.0,5.0,5,3
2025-09-11 00:00:00+00:00,1.0,1.0,45,9
2025-09-12 00:00:00+00:00,4.0,4.0,12,6
2025-09-13 00:00:00+00:00,5.0,5.0,1,1
2025-09-14 00:00:00+00:00,5.0,5.0,2,1
2025-09-15 00:00:00+00:00,8.0,8.0,15,5
2025-09-16 00:00:00+00:00,9.0,7.0,36,7
2025-09-17 00:00:00+00:00,,,2,2
