url_path,views_total,views_unique
/George-R-Heath/NanoLocz/graphs/traffic,45,1
/George-R-Heath/NanoLocz/blob/main/NanoLocz-User-Guide.md,35,12
/George-R-Heath/NanoLocz,28,21
/George-R-Heath/NanoLocz/tree/github-repo-stats/George-R-Heath/NanoLocz,16,1
/George-R-Heath/NanoLocz/pulse,15,3
/George-R-Heath/NanoLocz/releases,13,13
/George-R-Heath/NanoLocz/tree/main,12,7
/George-R-Heath/NanoLocz/tree/main/Example%20Data,12,4
/George-R-Heath/NanoLocz/blob/main/README.md,11,4
/George-R-Heath/NanoLocz/tree/main/Example%20Data/Example%20FastScan%20series,8,3
