time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-27 00:00:00+00:00,5.0,2.0,10,2
2024-05-28 00:00:00+00:00,1.0,1.0,23,6
2024-05-29 00:00:00+00:00,6.0,2.0,21,4
2024-05-30 00:00:00+00:00,2.0,2.0,23,3
2024-05-31 00:00:00+00:00,1.0,1.0,31,7
2024-06-01 00:00:00+00:00,2.0,2.0,7,1
2024-06-02 00:00:00+00:00,1.0,1.0,3,1
2024-06-03 00:00:00+00:00,2.0,2.0,53,3
2024-06-04 00:00:00+00:00,1.0,1.0,34,2
2024-06-05 00:00:00+00:00,3.0,2.0,31,2
2024-06-06 00:00:00+00:00,1.0,1.0,25,1
2024-06-07 00:00:00+00:00,6.0,3.0,15,2
2024-06-08 00:00:00+00:00,6.0,3.0,23,4
2024-06-09 00:00:00+00:00,,,14,3
