time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-15 00:00:00+00:00,3,3,43,6
2025-07-16 00:00:00+00:00,1,1,34,6
2025-07-17 00:00:00+00:00,1,1,43,11
2025-07-18 00:00:00+00:00,1,1,41,6
2025-07-19 00:00:00+00:00,4,4,10,2
2025-07-20 00:00:00+00:00,2,2,6,3
2025-07-21 00:00:00+00:00,2,2,28,8
2025-07-22 00:00:00+00:00,4,4,7,1
2025-07-23 00:00:00+00:00,6,6,48,3
2025-07-24 00:00:00+00:00,5,5,35,6
2025-07-25 00:00:00+00:00,5,4,9,3
2025-07-26 00:00:00+00:00,1,1,4,2
2025-07-27 00:00:00+00:00,4,4,2,1
2025-07-28 00:00:00+00:00,1,1,17,5
