time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-28 00:00:00+00:00,1.0,1.0,19,2
2024-01-29 00:00:00+00:00,3.0,3.0,48,6
2024-01-30 00:00:00+00:00,2.0,2.0,34,4
2024-01-31 00:00:00+00:00,1.0,1.0,8,4
2024-02-01 00:00:00+00:00,1.0,1.0,51,5
2024-02-02 00:00:00+00:00,1.0,1.0,21,6
2024-02-03 00:00:00+00:00,1.0,1.0,13,2
2024-02-04 00:00:00+00:00,1.0,1.0,31,6
2024-02-05 00:00:00+00:00,2.0,2.0,45,8
2024-02-06 00:00:00+00:00,3.0,3.0,94,7
2024-02-07 00:00:00+00:00,3.0,2.0,13,4
2024-02-08 00:00:00+00:00,3.0,3.0,10,3
2024-02-09 00:00:00+00:00,2.0,2.0,14,2
2024-02-10 00:00:00+00:00,,,3,1
