time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-28 00:00:00+00:00,6.0,2.0,6,4
2025-04-29 00:00:00+00:00,1.0,1.0,6,3
2025-04-30 00:00:00+00:00,5.0,2.0,21,3
2025-05-01 00:00:00+00:00,5.0,2.0,10,3
2025-05-02 00:00:00+00:00,6.0,3.0,6,4
2025-05-03 00:00:00+00:00,6.0,3.0,3,2
2025-05-04 00:00:00+00:00,5.0,2.0,1,1
2025-05-05 00:00:00+00:00,1.0,1.0,2,1
2025-05-06 00:00:00+00:00,6.0,2.0,14,5
2025-05-07 00:00:00+00:00,1.0,1.0,15,4
2025-05-08 00:00:00+00:00,6.0,3.0,7,4
2025-05-09 00:00:00+00:00,3.0,2.0,8,2
2025-05-10 00:00:00+00:00,2.0,2.0,2,2
2025-05-11 00:00:00+00:00,,,1,1
