time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-08 00:00:00+00:00,1.0,1.0,51,8
2023-12-09 00:00:00+00:00,4.0,3.0,81,3
2023-12-10 00:00:00+00:00,1.0,1.0,24,4
2023-12-11 00:00:00+00:00,3.0,3.0,21,4
2023-12-12 00:00:00+00:00,1.0,1.0,74,6
2023-12-13 00:00:00+00:00,1.0,1.0,36,8
2023-12-14 00:00:00+00:00,1.0,1.0,38,9
2023-12-15 00:00:00+00:00,1.0,1.0,20,7
2023-12-16 00:00:00+00:00,2.0,2.0,2,2
2023-12-17 00:00:00+00:00,1.0,1.0,1,1
2023-12-18 00:00:00+00:00,2.0,2.0,5,3
2023-12-19 00:00:00+00:00,1.0,1.0,8,5
2023-12-20 00:00:00+00:00,1.0,1.0,38,4
2023-12-21 00:00:00+00:00,,,26,5
