time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-19 00:00:00+00:00,5.0,5.0,139,10
2025-05-20 00:00:00+00:00,4.0,2.0,80,13
2025-05-21 00:00:00+00:00,18.0,12.0,104,9
2025-05-22 00:00:00+00:00,18.0,8.0,102,3
2025-05-23 00:00:00+00:00,65.0,18.0,363,6
2025-05-24 00:00:00+00:00,10.0,3.0,4,1
2025-05-25 00:00:00+00:00,1.0,1.0,1,1
2025-05-26 00:00:00+00:00,2.0,2.0,6,3
2025-05-27 00:00:00+00:00,1.0,1.0,11,2
2025-05-28 00:00:00+00:00,1.0,1.0,30,7
2025-05-29 00:00:00+00:00,9.0,6.0,69,11
2025-05-30 00:00:00+00:00,4.0,3.0,71,11
2025-05-31 00:00:00+00:00,2.0,2.0,10,5
2025-06-01 00:00:00+00:00,,,6,2
